0.9,0.3,16.674
0.86,0.89,19.092
0.67,0.38,9.5684
0.98,0.9,25.026
1,0.72,24.237
0.78,0.17,11.765
0.78,0.65,14.123
0.78,0.73,14.7
0.55,0.53,8.1555
0.64,0.6,10.195
0.11,0.85,6.9634
0.95,0.12,18.451
0.59,0.27,7.5686
0.56,0.24,6.8756
0.87,0.68,17.553
0.55,0.2,6.6319
0.35,0.31,4.7079
0.84,0.11,13.753
0.5,0.99,11.694
0.55,0.71,9.3678
0.76,0.41,12.081
0.35,0.81,7.8964
0.41,0.62,6.9695
0.64,0.42,9.0861
0.16,0.39,3.7601
0.53,0.16,6.3109
0.4,0.91,9.5262
0.89,0.75,18.861
0.72,0.04,9.7157
0.21,1,9.3139
0.98,0.92,25.186
0.19,0.95,8.3326
0.34,0.12,4.0371
0.42,0.68,7.4049
0.48,0.89,10.082
0.4,0.79,8.1429
0.91,0.89,21.375
0.57,0.69,9.5049
1,0.2,21.654
0.55,0.08,6.3751
0.48,0.12,5.4832
0.68,0.27,9.4323
0.13,0.12,2.6932
0.4,0.41,5.5452
0.61,0.81,11.318
0.19,0.22,3.2666
0.81,0.49,13.944
0.76,0.9,15.779
0.42,0.15,4.7412
0.78,0.91,16.478
0.85,0.44,15.139
0.12,0.47,3.947
0.68,0.41,9.9823
0.5,0.23,6.0363
0.75,0.17,10.954
0.88,0.53,16.965
0.78,0.48,13.011
1,0.95,26.769
0.64,0.57,9.9996
0.6,0.17,7.5534
0.63,0.91,12.744
0.03,0,2.1676
0.95,0.79,22.141
0.94,0.82,21.92
0.7,0.77,12.813
0.37,0.45,5.5183
0.15,0.53,4.3857
0.94,0.1,17.9
0.03,0.76,5.6417
0.17,1,8.9748
0.8,0.87,16.694
0.56,0.82,10.434
0.04,0.88,6.9589
0.62,0.95,13.078
0.72,0.44,11.05
0.54,0.05,6.2509
0.93,0.48,18.961
0.89,0.17,15.875
0.92,0.77,20.397
0.93,0.16,17.696
0.95,0.33,19.228
0.86,0.7,17.316
0.85,0.05,13.85
0.45,0.97,10.939
0.58,0.22,7.338
1,0.65,23.688
0.21,0.25,3.3946
0.27,0.75,6.7615
0.95,0.98,24.367
0,1,8.3401
0.02,0.02,1.9944
0.38,0.33,5.0257
0.95,0.95,23.971
0.12,0.99,8.7347
0.37,0.81,8.0055
0.28,0.62,5.6942
0.55,0.59,8.4363
0.46,0.61,7.3004
0.41,0.75,7.9514
0.74,0.22,10.732
0.89,0.11,15.703
0.68,0.96,14.53
0.13,0.31,3.2993
0.74,0.79,14.088
0.28,0.81,7.2588
0.46,0.49,6.6667
0.38,0.62,6.5576
0.7,0.03,9.1448
0.61,0.82,11.392
0.11,0.16,2.7953
0.6,0.99,13.308
0.39,0.99,10.479
0.7,0.44,10.595
0.88,0.97,20.949
0.57,0.62,8.9444
0.15,0.59,4.7798
0.1,0.14,2.655
0.69,0.45,10.374
0.2,0.9,7.7879
0.42,0.75,7.9895
0.35,0.76,7.4877
0.04,0.23,2.7627
0.29,0.12,3.6978
0.67,0.68,11.311
0.9,0.08,16.081
0.69,0.69,11.914
0.22,0.31,3.7205
0.63,0.19,8.19
0.3,0.82,7.5852
0.25,0.46,4.5813
0.45,0.34,5.8211
0.76,0.57,12.905
0.09,0.17,2.7111
0.92,0.01,16.85
0.64,0.29,8.5345
0.88,0.04,15.17
0.42,0.8,8.3978
0.6,0.45,8.4902
0.24,0.95,8.7157
0.96,0.42,20.106
0.44,0.57,6.9526
0.47,0.31,5.8824
0.81,0.9,17.37
0.51,0.89,10.564
0.7,0.07,9.2943
0.98,0.11,20.167
0.12,0.44,3.8868
0.54,0.79,9.8945
0.84,0.72,16.647
0.64,0.87,12.557
0.59,0.98,12.996
0.29,0.21,3.9188
0.74,0.83,14.351
0.66,0.92,13.658
0.04,0.02,2.2145
0.49,0.66,8.0976
0.53,0.59,8.1816
0.21,0.63,5.3771
0.43,0.88,9.4077
0.22,0.22,3.629
0.63,0.48,9.1687
0,0.48,3.6427
0.55,0.14,6.4792
0.52,0.6,8.0109
0.83,0.61,15.418
0.89,0.03,15.56
0.22,0.29,3.678
0.65,0.5,9.722
0.13,0.46,3.9555
0.38,0.01,4.0817
0.36,0.75,7.33
0.1,0.97,8.2808
0.44,0.51,6.527
0.42,0.21,5.0895
0.34,0.97,9.6646
0.66,0.34,9.3018
0.88,0.76,18.698
0.48,0.55,7.3807
0.87,0.24,15.234
0.13,0.45,3.9665
0.17,0.5,4.3345
0.78,0.87,16.218
0.45,0.01,4.9294
0.1,0.37,3.5831
0.79,0.37,12.81
0.92,0.08,16.964
0.12,0.69,5.4464
0.81,0.61,14.759
0.34,0.17,4.2107
0.8,0.45,13.411
0.06,0.65,4.7032
0.83,0.69,16.092
0.77,0.86,15.616
0.08,0.7,5.4517
0.52,0.04,5.8257
0.48,0.48,6.8405
0.65,0.69,10.914
0.67,0.13,8.7325
0.69,0.76,12.59
0.27,0.64,5.8145
0.84,0.28,14.152
0.8,0.11,12.308
0.59,0.78,10.596
0.82,0.48,14.36
0.06,0.53,4.1055
0.96,0.76,22.455
0.07,0.21,2.7712
0.05,0.56,4.176
0.5,0.09,5.7753
0.33,0.59,6.006
0.17,0.93,8.0852
0.45,0.37,5.9484
0.73,0.37,10.987
0.08,0.62,4.7878
0.33,0.86,8.188
0.18,0.32,3.6836
0.21,0.23,3.4722
0.29,0.71,6.3963
0.71,0.69,12.43
0.38,0.08,4.2854
0.7,0.2,9.6963
0.56,0.73,9.6475
0.51,0.55,7.618
0.23,0.55,4.9062
0.13,0.22,3.058
1,0.94,26.596
0.25,0.09,3.2848
0.88,0.7,18.029
0.86,0.55,16.247
0.67,0.63,11.019
0.31,0.21,4.0206
0.94,0.89,22.638
0.69,0.85,13.376
0.55,0.55,8.2584
0.38,0.05,4.1942
0.38,1,10.552
0.42,0.18,4.9492
0.68,0.97,14.635
0.62,0.35,8.4117
0.96,0.94,24.344
0.38,0.91,9.214
0.89,0.05,15.604
0.89,0.13,15.736
0.62,0.97,13.375
0.39,0.41,5.5399
0.08,0.6,4.6333
0.43,0.49,6.2784
0.59,0.92,12.14
0.31,0.23,4.1386
0.75,0.33,11.424
0.2,0.94,8.4477
0.31,0.17,3.9994
0.03,0.05,2.298
0.85,0.01,13.948
0.14,0.61,4.9669
0.36,0.28,4.7683
0.66,0.23,8.8312
0.86,0.84,18.597
0.25,0.34,4.0389
0.4,0.67,7.1704
0.64,0.94,13.374
0.16,0.98,8.7214
0.37,0.39,5.1828
0.78,0.96,17.189
0.48,0.99,11.527
0.93,0.15,17.637
0.61,0.58,9.5241
0.03,0.12,2.3191
0.14,0.23,3.065
0.06,0.68,5.1709
0.86,0.05,14.443
0.8,0.56,14
0.46,0.77,8.6408
0.46,0.45,6.4489
0.82,0.5,14.378
0.44,0.46,6.2984
0.47,0.94,10.575
0.95,0.25,18.836
0.56,0.92,11.653
0.9,0.53,17.749
0.1,0.89,7.2979
0.7,0.52,10.97
0.68,0.61,11.013
0.76,0.03,10.802
0.82,0.8,16.59
0.16,0.06,2.7579
0.12,0.4,3.7143
0.1,0.8,6.3112
0.82,0.86,17.258
0.1,1,8.7561
0.95,0.05,18.519
0.9,0.48,17.473
0.06,0.59,4.3946
0.83,0.65,15.748
0.71,0.75,12.922
0.36,0.78,7.7147
0.93,0.63,19.715
0.71,0.79,13.233
0.22,0.73,6.1894
0.76,0.39,12.021
0.35,0.68,6.6903
0.47,0.19,5.5542
0.31,0.2,4.0204
0.52,0.87,10.383
0.8,0.02,12.06
0.61,0.76,10.832
0.17,0.49,4.2909
0.8,0.93,17.464
0.39,0.44,5.633
0.07,0.74,5.6456
0.94,0.58,19.969
0.49,0.75,8.882
0.63,0.89,12.464
0.99,0.23,21.024
0.61,0.39,8.4275
0.55,0.41,7.5364
0.1,0.63,4.8532
0.8,0.08,12.267
0.08,0.33,3.1963
0.34,0.45,5.3002
0.05,0.03,2.2559
0.18,0.89,7.6274
0.15,0.09,2.706
0.29,0.77,7.0138
0,0.23,2.6385
0.39,0.26,4.8992
0.89,0.16,15.827
0.35,0.37,4.9783
0.83,0.55,15.171
0.09,0.34,3.1846
0,0.09,2.2812
0.42,0.44,5.964
0.01,0.01,2.0578
0.57,0.29,7.2025
0.18,0.45,4.1729
0.42,0.1,4.7546
0.29,0.23,4.0327
0.78,0.41,12.57
0.38,0.68,6.9063
0.23,0.98,9.1252
0.3,0.49,5.1395
0.69,0.09,9.0816
0.72,0.38,10.815
0.22,0.1,3.1184
0.47,0.05,5.1684
0.17,0.87,7.4546
0.06,0.05,2.2272
0.16,0.86,7.2419
0.81,0.57,14.563
0.38,0.4,5.3775
0.12,0.77,6.0724
0.63,0.03,7.6558
0.93,0.53,19.151
0.58,0.77,10.311
0.98,0.03,20.002
0.95,0.67,21.173
0.4,0.02,4.4042
0.35,0.45,5.2452
0.99,0.36,21.505
0.86,0.64,16.838
0.71,0.9,14.459
0.77,0.66,13.842
0.84,0.41,14.625
0.29,0.55,5.3956
0.88,0.52,16.772
0.38,0.81,8.2793
0.15,0.87,7.3186
0.82,0.47,14.219
0.26,0.48,4.8252
0.49,0.58,7.4784
0.19,0.68,5.7128
0.16,0.44,3.9521
0.34,0.24,4.371
0.75,0.8,14.411
0.16,0.38,3.7229
0.67,0.05,8.4782
0.35,0.08,4.0012
0.39,0.94,9.6567
0.6,0.02,7.0411
0.17,0.12,2.9632
0.08,0.11,2.4702
0.54,0.71,9.1203
0.31,0.31,4.3838
0.35,0.85,8.2741
0.96,0.29,19.585
0.9,0.38,17.032
0.2,0.25,3.5297
0.02,0.27,2.8003
0.27,0.59,5.4556
0.09,0.23,2.8973
0.81,0.09,12.559
0.87,0.44,15.912
0.16,0.36,3.7058
0.49,0.47,6.8913
0.64,0.25,8.4508
0.11,0.89,7.32
0.61,0.03,7.2373
0.24,0.75,6.5546
0.6,0.94,12.654
0.64,0.32,8.7004
0.49,0.83,9.6223
0.09,0.92,7.6278
0.92,0.6,19.097
0.04,0.48,3.8625
0.35,0.98,10.062
0.75,0.83,14.77
0.58,0.03,6.7295
0.82,0.54,14.695
0.31,0.01,3.5899
0.43,0.58,6.8573
0.58,0.9,11.767
0.79,0.88,16.499
0.18,0.2,3.1206
0.06,0.73,5.5098
0.39,0.87,8.8844
0.23,0.56,5.1739
0.09,0.08,2.452
0.57,0.19,7.0187
0.82,0.68,15.594
0.19,0.57,4.901
0.93,0.19,17.66
0,0.69,4.9877
0.81,0.38,13.462
0.36,0.29,4.7342
0.34,0.87,8.3737
0.72,0.99,15.886
0.25,0.73,6.4081
0.29,0.65,6.0594
0.69,0.23,9.471
0.39,0.95,9.9192
0.45,0.94,10.403
0.29,0.28,4.1976
0.33,0.31,4.5913
0.28,0.43,4.6198
0.77,0.3,11.913
0.87,0.77,18.223
0.68,0.77,12.354
0.29,0.09,3.5628
0.79,0.57,13.849
0.09,0.91,7.4668
0.84,0.18,13.868
0.7,0.84,13.49
0.88,0.54,16.897
0.55,0.32,7.097
0.93,0.64,19.893
0.36,0.37,4.9809
0.36,0.91,9.0299
0.28,0.89,8.2201
0.23,0.17,3.3479
0.01,0.21,2.62
0.66,0.12,8.455
0.36,0.9,9.071
0.44,0.43,6.0949
0.95,0.56,20.376
0.11,1,8.7674
0.52,0.89,10.655
0.17,0.23,3.2645
0.54,0.18,6.4601
0.62,0,7.4595
0.3,0.6,5.7707
0.62,0.81,11.454
0.87,0.49,16.273
0.35,0.36,4.9414
0.61,0.1,7.4332
0.35,0.01,3.9193
0.48,0.98,11.376
0.03,0.26,2.6585
0.61,0.27,7.9382
0.67,0.7,11.574
0.51,0.4,6.8147
0.54,0.64,8.6677
0.99,0.16,20.777
0.07,0.66,4.8937
0.46,0.56,7.067
0.93,0.58,19.46
0.26,0.67,5.9621
0.77,0.93,16.584
0.99,0.47,22.062
0.65,0.05,8.1195
0.92,0.02,16.744
0.22,0.32,3.9317
0.99,0.03,20.475
0.53,0.8,9.8239
0.68,0.78,12.532
0.5,0.27,6.2605
0.54,0.75,9.4762
0.22,0.01,2.9509
0.92,0.33,17.784
0.59,0.19,7.3739
0.85,0.86,18.411
0.29,0.19,3.8373
0.62,0.56,9.3913
0.72,0.76,13.145
0.87,0.54,16.605
0.17,0.13,2.9824
0.57,0.35,7.4041
0.07,0.37,3.3037
0.94,0.46,19.33
0.76,0.08,11.014
0.75,0.18,10.832
0.08,0.65,4.8619
0.09,0.71,5.346
0.14,0.24,3.1633
0.26,0.28,3.9248
0.75,0.76,14.02
0.59,0.75,10.342
0.75,0.15,10.845
0.35,0.75,7.3555
0.89,0.19,15.846
1,0.59,23.353
0.73,0.26,10.705
0.11,0.48,4.0654
0.55,0.94,11.764
0.68,0.55,10.79
0.84,0.74,16.793
0.65,0.77,11.771
0.27,0,3.2432
0.7,0.75,12.703
0.41,0.88,9.2639
0.47,0.06,5.2327
0.18,0.91,7.9512
0.58,0.62,9.1505
0.21,0.83,7.2744
0.25,0.02,3.2227
0.17,0.67,5.5245
0.46,0.8,8.8931
0.3,0.28,4.2293
0.98,0.45,21.362
0.37,0.95,9.6574
0.3,0.39,4.5896
0.14,0.97,8.4818
0.47,0.5,6.8027
0.91,0.01,16.446
0.58,0.16,7.1887
0.05,0.73,5.4634
0.25,0.38,4.2287
0,0.73,5.3217
0.11,0.15,2.7199
0.69,0.24,9.5634
0.4,0.31,5.13
0.03,0.71,5.2376
0.98,0.77,23.62
0.55,0.46,7.7032
0.65,0.07,8.163
0.61,0.98,13.265
0.94,0.13,18.063
0.13,0.07,2.5902
0.24,0.11,3.3084
0.42,0.54,6.4913
0.92,0.39,17.917
0.92,0.28,17.564
0.72,0.1,9.8548
0.16,0.96,8.4812
0.88,0.66,17.854
0.33,0.6,6.0048
0.36,0.06,4.1523
0.59,0.21,7.3483
0.63,0.26,8.306
0.79,0.44,13.067
0.93,0.4,18.571
0.67,0.21,8.9517
0.73,0.55,11.867
0.07,0.53,3.974
0.02,0.48,3.6917
0.08,0.34,3.2529
0.38,0.9,9.2718
0.69,0.12,9.177
0.04,0.99,8.3745
0.75,0.86,15.063
0.01,0.26,2.7436
0.39,0.66,6.9661
0.96,0.11,18.994
0.5,0.49,7.099
0.44,0.09,4.914
0.96,0.07,19.014
0.81,0.2,12.813
0.49,0.05,5.3935
0.52,0.35,6.7886
0.02,0.8,5.9826
0.95,0.92,23.544
0.77,0.6,13.411
0.58,0.14,7.0889
0.18,0.13,3.103
0.22,0.27,3.7269
0.57,0.72,9.7939
0.73,0.03,10.039
0.43,0.96,10.514
0.84,0.81,17.395
0.07,0.1,2.5486
0.22,0.23,3.5542
0.91,0.15,16.684
0.19,0.64,5.4203
0.13,0.89,7.4243
0.04,0.25,2.7056
0.62,0.63,9.874
0.77,0.15,11.418
0,0.25,2.6252
0.33,0.73,6.9996
0.6,0.57,9.199
0.26,0.01,3.1995
0.48,0.42,6.589
0.67,0.76,12.033
0.82,0.13,13.096
0.6,0.29,7.7454
0.82,0.7,15.819
0.04,0.92,7.3219
0.9,0.25,16.66
0.69,0.22,9.5078
0.73,0.12,10.239
0.8,0.76,15.605
0.06,0.02,2.2991
0.09,0.06,2.3562
0.6,0.22,7.6341
0.32,0.83,7.8229
0.37,0.33,4.9857
0.89,0.41,16.66
0.6,0.67,9.8107
0.04,0.79,6.0703
0.34,0.16,4.2242
0.85,0.19,14.298
0.66,0.19,8.6839
0.17,0.03,2.7037
0.01,0.06,2.1413
0.4,0.93,9.7629
0.1,0.3,3.1429
0.58,0.65,9.2256
0.74,0.59,12.498
0.18,0.34,3.6306
0.26,0.13,3.4923
0.46,0.91,10.148
0.78,0.03,11.423
0.79,0.2,12.205
0.64,0.47,9.3287
0.75,0.52,12.289
0.46,0.04,4.9755
0.84,0.93,18.937
0.68,0.11,8.9071
0.35,0.1,4.0679
0.35,0.55,5.8973
0.66,0.17,8.6457
0.56,0.21,6.9095
0.03,1,8.539
0.16,0.63,5.0231
0.95,0.89,23.297
0.17,0.37,3.682
0.27,0.69,6.1158
0.25,0.64,5.7183
0.13,0.78,6.3199
0,0.63,4.5711
0.5,0.98,11.681
0.02,0.43,3.4671
0.88,0.16,15.418
0,0.64,4.602
0.59,0.16,7.189
0.41,0.43,5.8067
0.53,0.9,10.946
0.61,0.72,10.491
0.86,0.96,20.064
0.22,0.12,3.1932
0.39,0.8,8.2014
0.36,0.38,5.0719
0.3,0.23,3.9456
0.46,0.92,10.281
0.12,0.12,2.7887
0.76,0.52,12.594
0.06,0.34,3.158
0.2,0.46,4.3655
0.57,0.27,7.2586
0.97,0.33,20.22
0.65,0.23,8.573
0.88,0.92,20.39
0.24,1,9.3676
0.96,0.27,19.464
0.12,0.97,8.4218
0.06,0.62,4.745
0.92,0.46,18.318
0.89,0.32,16.376
0.86,0.46,15.681
0.47,0.76,8.7175
0.05,0.7,5.2368
0.84,0.87,17.993
0.69,0.48,10.595
0.38,0.15,4.3946
0.83,0.92,18.401
0.33,0.64,6.395
0.31,0.12,3.9219
0.82,0.81,16.83
0.27,0.43,4.5244
0.64,0.53,9.7152
0.26,0.32,4.0087
0.83,0.75,16.432
0.25,0.48,4.6875
0.67,0.27,9.2097
0.66,0.35,9.203
0.82,0.85,17.263
0.38,0.74,7.5022
0.56,0.36,7.3383
0.51,0.5,7.4045
0.28,0.56,5.3117
0.03,0.93,7.5188
0.69,0.84,13.295
0.83,0.6,15.356
0.86,0.72,17.475
0.02,0.19,2.5485
0.94,0.74,21.079
0.72,0.65,12.307
0.13,0.04,2.6416
0.19,0.62,5.3028
0.5,0.94,11.123
0.93,0.89,22.264
0.84,0.13,13.79
0.5,0.46,6.8774
0.21,0.84,7.2129
0.07,0.61,4.6556
0.03,0.77,5.7751
0.28,0.48,4.7883
0.98,0.38,21.06
0.82,0.38,13.848
0.26,0.95,8.8804
0.61,0.61,9.6398
0.33,0.44,5.1758
0.31,0.63,6.0582
0.86,0.53,16.113
0.95,0.03,18.277
0.77,0.21,11.663
0.42,0.28,5.3268
0.12,0.01,2.4282
0.35,0.43,5.1797
0.74,0.69,13.217
0.99,0.82,24.729
0.76,0.42,12.169
0.59,0.39,7.9408
0.97,0.57,21.444
0.96,0.59,20.99
0.51,0.83,9.8679
0.34,0.88,8.5742
0.57,0.31,7.3929
0.72,0.94,15.161
0,0.54,3.935
0.23,0.9,8.0445
0.62,0.51,9.3133
0.68,0.48,10.223
0.39,0,4.2638
0.87,0.96,20.428
0.42,0,4.5585
0.48,0.45,6.6273
0.5,0.17,5.8335
0.89,0.77,19.046
0.95,0.34,19.254
0.59,0.37,7.9357
0.4,0.35,5.2316
0.18,0.67,5.529
0.74,0.56,12.213
0.89,0.07,15.687
0.78,0.89,16.393
0.07,0.02,2.2418
0.67,0.39,9.5582
0.33,0.56,5.7011
0.07,0.54,4.1464
0.79,0.66,14.444
