0.566,1.3657
0.982,1.8986
0.756,1.523
0.372,1.1768
0.558,1.4269
0.739,1.6233
0.008,0.95827
0.698,1.4143
0.112,1.0724
0.368,1.1939
0.295,1.1148
0.455,1.2591
0.15,1.0776
0.858,1.6857
0.129,1.1004
0.335,1.203
0.927,1.9202
0.108,0.93888
0.095,1.0312
0.454,1.1562
0.678,1.4414
0.922,1.8764
0.268,1.0153
0.119,0.90354
0.024,0.93087
0.478,1.1901
0.198,1.0917
0.943,1.9071
0.151,0.96573
0.261,0.99275
0.989,2.057
0.604,1.2971
0.794,1.689
0.626,1.314
0.278,1.0052
0.451,1.1739
0.041,1.0574
0.482,1.2451
0.292,1.0544
0.972,2.0059
0.875,1.7229
0.331,1.009
0.389,1.2626
0.926,2.0161
0.39,1.1395
0.273,1.0568
0.526,1.2366
0.23,1.0731
0.262,1.0128
0.931,1.946
0.914,1.8587
0.856,1.7065
0.667,1.4021
0.412,1.1633
0.97,2.0152
0.995,1.9791
0.145,1.0984
0.099,1.0253
0.829,1.6178
0.297,1.0541
0.123,1.0499
0.359,1.1409
0.559,1.3172
0.838,1.6447
0.453,1.204
0.361,1.2114
0.047,0.95487
0.833,1.6755
0.101,0.98327
0.242,1.0847
0.226,1.102
0.696,1.4862
0.402,1.0799
0.629,1.455
0.532,1.3043
0.599,1.3401
0.628,1.3867
0.138,1.0138
0.444,1.1952
0.834,1.7616
0.59,1.3675
0.822,1.6247
0.942,1.8931
0.387,1.1124
0.56,1.2278
0.051,0.99862
0.178,0.98433
0.087,1.0935
0.996,2.0193
0.508,1.3979
0.563,1.2606
0.788,1.617
0.95,1.9158
0.374,1.1174
0.674,1.5203
0.064,0.92219
0.977,1.9369
0.204,0.98001
0.248,1.1012
0.016,0.96028
0.533,1.3686
0.891,1.8286
0.728,1.57
0.688,1.5299
0.053,0.97779
0.853,1.7279
0.602,1.4252
0.172,1.0716
0.225,1.0016
0.299,1.1296
0.185,1.0859
0.781,1.4882
0.229,1.0169
0.004,0.9912
0.477,1.2138
0.241,1.0005
0.683,1.3367
0.758,1.4942
0.79,1.5669
0.987,1.9085
0.217,0.97181
0.378,1.1521
0.513,1.2463
0.534,1.3953
0.186,0.98636
0.416,1.1245
0.18,0.97173
0.224,1.0811
0.073,1.0902
0.054,1.0847
0.744,1.573
0.597,1.2996
0.528,1.3112
0.31,1.105
0.327,1.0988
0.681,1.4326
0.394,1.0459
0.049,1.0658
0.507,1.224
0.371,1.1306
0.019,0.97851
0.259,1.0648
0.613,1.3735
0.555,1.3251
0.699,1.4891
0.769,1.516
0.661,1.4777
0.976,1.9808
0.902,1.8211
0.089,0.97161
0.941,1.8679
0.468,1.2681
0.656,1.4451
0.773,1.6533
0.679,1.5826
0.874,1.855
0.668,1.4431
0.009,1.0478
0.574,1.2673
0.336,1.0804
0.333,1.1439
0.509,1.3028
0.289,1.0134
0.417,1.141
0.239,1.0382
0.162,0.93872
0.591,1.2565
0.843,1.6674
0.216,1.0553
0.164,1.0101
0.957,1.8371
0.17,1.0276
0.245,1.0267
0.011,1.0329
0.904,1.8136
0.899,1.757
0.757,1.4813
0.903,1.8351
0.964,1.8638
0.831,1.6015
0.992,2.0695
0.062,0.99994
0.213,1.1115
0.205,0.95295
0.111,1.0079
0.953,1.8658
0.862,1.7382
0.149,1.0858
0.582,1.2963
0.49,1.2038
0.438,1.1696
0.801,1.5855
0.366,1.198
0.616,1.4202
0.935,1.8314
0.353,1.1886
0.911,1.8494
0.726,1.6435
0.26,1.0395
0.409,1.2278
0.464,1.1734
0.851,1.7277
0.932,1.9601
0.762,1.5303
0.165,0.95367
0.192,1.0998
0.877,1.7941
0.487,1.2827
0.771,1.5652
0.666,1.4531
0.115,1.0855
0.081,0.94838
0.761,1.4545
0.839,1.6584
0.905,1.8047
0.377,1.1502
0.074,1.0429
0.103,0.98648
0.096,0.98496
0.491,1.2235
0.122,0.95563
0.57,1.32
0.607,1.3522
0.993,1.9758
0.249,1.0083
0.572,1.3154
0.304,1.0233
0.214,0.99574
0.576,1.3209
0.954,1.75
0.313,1.11
0.037,0.964
0.994,2.0383
0.677,1.568
0.32,1.1742
0.473,1.2186
0.581,1.3644
0.921,1.9664
0.917,1.778
0.772,1.5216
0.817,1.7333
0.001,1.014
0.779,1.5366
0.894,1.8361
0.116,1.0454
0.5,1.2599
0.234,0.95626
0.448,1.2785
0.399,1.3075
0.288,1.2283
0.567,1.2248
0.938,1.9736
0.045,0.96307
0.835,1.7374
0.647,1.4115
0.807,1.667
0.804,1.6963
0.079,1.0167
0.065,1.0562
0.66,1.4186
0.951,1.8995
0.199,0.8998
0.721,1.552
0.265,1.0631
0.479,1.1419
0.358,1.0541
0.709,1.3774
0.82,1.5892
0.715,1.561
0.548,1.3041
0.385,1.1747
0.206,1.0896
0.691,1.4935
0.918,1.8322
0.901,1.8465
0.106,0.90512
0.639,1.313
0.41,1.1159
0.764,1.5967
0.617,1.3197
0.606,1.3346
0.456,1.2418
0.878,1.7584
0.519,1.2151
0.557,1.2684
0.545,1.3266
0.244,1.0493
0.897,1.9101
0.494,1.2499
0.376,1.1785
0.714,1.5873
0.355,1.1128
0.944,1.8213
0.844,1.8784
0.748,1.4727
0.015,1.0061
0.421,1.1664
0.098,0.93372
0.863,1.7708
0.046,0.88065
0.146,1.0236
0.496,1.2171
0.44,1.2587
0.157,0.98255
0.362,1.1598
0.052,1.0554
0.223,1.0725
0.925,1.9773
0.675,1.5102
0.061,0.96999
0.495,1.2702
0.187,0.95082
0.435,1.2295
0.745,1.6497
0.845,1.8102
0.476,1.1953
0.906,1.8671
0.978,2.0055
0.46,1.2213
0.272,0.98566
0.808,1.7216
0.646,1.3758
0.966,1.9437
0.823,1.6622
0.803,1.6358
0.179,1.064
0.979,2.1131
0.965,1.7704
0.426,1.219
0.802,1.6072
0.076,1.0705
0.743,1.4958
0.312,1.0565
0.936,1.8365
1,1.9466
0.653,1.3829
0.948,1.9056
0.778,1.5657
0.893,1.8036
0.441,1.2366
0.741,1.5239
0.836,1.7274
0.611,1.4111
0.423,1.1663
0.086,1.0841
0.873,1.7682
0.986,1.9252
0.311,1.0751
0.539,1.4107
0.036,1.0491
0.501,1.1852
0.701,1.4958
0.408,1.1638
0.274,1.1279
0.486,1.2944
0.765,1.6269
0.432,1.1831
0.026,1.0138
0.631,1.4731
0.854,1.6564
0.971,1.9536
0.395,1.1562
0.585,1.3069
0.729,1.5552
0.433,1.1422
0.434,1.2334
0.793,1.5461
0.975,1.8775
0.346,1.0578
0.712,1.4479
0.614,1.3755
0.89,1.7902
0.946,1.9168
0.08,0.9207
0.254,1.0373
0.83,1.6841
0.886,1.7878
0.652,1.5774
0.791,1.628
0.057,1.0124
0.155,0.96182
0.67,1.4146
0.005,0.99018
0.805,1.5943
0.511,1.2867
0.212,1.0171
0.933,2.0025
0.152,0.9544
0.747,1.5088
0.881,1.6889
0.04,1.0034
0.012,0.96849
0.53,1.2842
0.912,1.883
0.821,1.6923
0.256,1.0949
0,0.98825
0.232,1.0777
0.662,1.5476
0.118,0.94087
0.134,0.96915
0.603,1.3565
0.097,1.1032
0.367,1.0982
0.824,1.7044
0.267,1.0673
0.47,1.2738
0.777,1.7253
0.425,1.208
0.281,1.0898
0.651,1.4057
0.961,1.9593
0.007,1.0156
0.657,1.5165
0.36,1.1167
0.649,1.3922
0.502,1.1857
0.236,1.0939
0.03,0.99164
0.002,1.0079
0.221,1.0954
0.547,1.2555
0.032,1.0666
0.418,1.0771
0.404,1.0654
0.258,1.0507
0.373,1.1863
0.222,0.99377
0.622,1.4276
0.427,1.2376
0.137,0.95797
0.792,1.6359
0.641,1.3925
0.619,1.3623
0.814,1.5864
0.006,1.0906
0.131,1.0718
0.784,1.7394
0.522,1.2479
0.06,0.98056
0.658,1.4677
0.51,1.2387
0.753,1.5558
0.218,0.95742
0.422,1.133
0.684,1.3959
0.19,1.0392
0.078,0.95015
0.332,1.0841
0.082,1.081
0.963,1.9259
0.12,0.95738
0.022,1.0168
0.056,0.9741
0.908,1.8588
0.144,0.99455
0.789,1.4979
0.837,1.7432
0.442,1.1541
0.888,1.8203
0.419,1.1403
0.461,1.2601
0.33,1.1704
0.754,1.5412
0.811,1.6931
0.458,1.2336
0.515,1.2404
0.503,1.3149
0.7,1.3339
0.544,1.3275
0.191,1.058
0.159,1.1231
0.282,1.073
0.469,1.1267
0.235,0.99737
0.542,1.2496
0.929,1.9378
0.269,0.97682
0.356,1.1915
0.233,1.0473
0.64,1.3903
0.552,1.2754
0.158,1.0181
0.955,1.9731
0.414,1.0692
0.365,1.1436
0.702,1.4534
0.181,0.93459
0.207,1.068
0.864,1.7176
0.215,1.0924
0.194,1.0075
0.329,1.0375
0.98,1.9283
0.228,1.0459
0.981,1.9201
0.734,1.5194
0.985,1.8585
0.357,1.1816
0.707,1.5078
0.913,1.8136
0.264,0.86893
0.579,1.3785
0.196,1.1211
0.869,1.7116
0.415,1.0914
0.219,1.0776
0.543,1.2921
0.182,1.1228
0.738,1.5956
0.22,1.028
0.517,1.3171
0.209,1.0705
0.136,0.99719
0.246,1.0642
0.859,1.6962
0.429,1.2039
0.568,1.3317
0.537,1.2463
0.637,1.3558
0.349,1.1116
0.166,0.95889
0.974,1.8486
0.575,1.3287
0.612,1.3366
0.573,1.3296
0.094,1.0113
0.923,1.7507
0.96,1.999
0.24,1.079
0.708,1.4273
0.857,1.6832
0.475,1.1521
0.952,1.8861
0.407,1.1114
0.109,0.93655
0.885,1.6237
0.623,1.3404
0.142,0.98357
0.61,1.4757
0.175,0.95644
0.375,1.197
0.847,1.7489
0.347,1.0808
0.907,1.764
0.028,1.0771
0.117,0.9448
0.78,1.4683
0.562,1.3623
0.042,0.91838
0.306,1.0846
0.928,1.858
0.173,1.0231
0.467,1.2364
0.898,1.7592
0.452,1.1838
0.168,1.0632
0.208,1.0203
0.063,1.0437
0.541,1.2531
0.531,1.3015
0.705,1.5796
0.309,1.1252
0.2,0.93618
0.787,1.5782
0.828,1.6272
0.363,1.1704
0.624,1.4289
0.618,1.3769
0.958,1.9911
0.842,1.6747
0.325,1.0736
0.638,1.359
0.411,1.1872
0.682,1.423
0.538,1.2693
0.255,1.1007
0.481,1.2791
0.799,1.5896
0.263,1.0638
0.343,1.1132
